System,ROM Name,Description,ISVERTICAL,FW Reborn,LEGENDS,FW Atarashii,INSERT COIN,FOCUS,FW Atarashii Gems,FW Atarashii Mini,FW Atarashii Micro,Vertical,Year,numberPlayers,ctrlType,Buttons,Simple Manufacturer,Joystick Input,Other Input,Manufacturers,,,1080 Avalanche,1775
arcade,ssf2xj,Super Street Fighter 2 X: Grand Master Challenge,x,,x,x,x,,,,,HORIZONTAL,1994,2,8 way,6,Capcom,joy8way,,Capcom,,,,#N/A
arcade,ssideki3,Super Sidekicks 3: The Next Glory,,x,x,x,,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,ssprint,Super Sprint,x,x,x,x,x,x,x,x,,HORIZONTAL,1986,3,analog,0,Atari,,pedal / dial,Atari Games / Atari,,,,#N/A
arcade,ssridersabd,Sunset Riders,x,x,x,x,x,x,x,x,x,HORIZONTAL,1991,2,8 way,2,Konami,joy8way,,Konami,,,,#N/A
arcade,sstriker,Sorcer Striker,x,x,x,x,x,,,,,VERTICAL,1993,2,8 way,3,Raizing,joy8way,,Raizing,,,,#N/A
arcade,stargate,Stargate,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1981,1,4 way,6,Williams,joyvertical2way,,Williams / Vid Kidz,,,,#N/A
arcade,starwars,Star Wars 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1983,1,analog,4,Atari,,stick,Atari / Midway,,,,#N/A
arcade,stmblade,Storm Blade,x,x,x,x,x,x,x,x,x,VERTICAL,1996,2,8 way,3,Other,joy8way,,Visco,,,,#N/A
arcade,streetsm,Street Smart,x,x,x,x,x,,,,,HORIZONTAL,1989,2,8 way,3,SNK,joy8way,,SNK,,,,#N/A
arcade,strider,Strider,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,Capcom,joy8way,,Capcom,,,,#N/A
arcade,strkforc,Strike Force,x,,x,x,x,,,,,HORIZONTAL,1991,2,8 way,3,Midway,joy8way,,Midway,,,,#N/A
arcade,stunrun,S.T.U.N. Runner,x,x,x,x,x,x,x,x,,HORIZONTAL,1989,1,analog,2,Atari,,stick,Atari Games / Atari,,,,#N/A
arcade,superman,Superman,,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,2,Taito,joy8way,,Taito,,,,#N/A
arcade,superpac,Super Pac-Man,x,x,x,x,,,,,,VERTICAL,1982,2,4 way,1,Namco,joy4way,,Namco,,,,#N/A
arcade,svc,SNK vs. Capcom: SVC Chaos,,x,x,x,,,,,,HORIZONTAL NEOGEO,2003,2,8 way,4,Neo Geo,joy8way,,Playmore / Capcom,,,,#N/A
arcade,swimmer,Swimmer,,x,x,x,,,,,,HORIZONTAL,1982,2,8 way,1,Other,joy8way,,Tehkan,,,,#N/A
arcade,tapper,Tapper,x,x,x,x,x,x,x,x,,HORIZONTAL,1983,2,4 way,1,Midway,joy4way,,Bally Midway,,,,#N/A
arcade,teddybb,TeddyBoy Blues,,x,x,x,,,,,,HORIZONTAL,1985,2,8 way,2,SEGA,joy8way,,SEGA,,,,#N/A
arcade,tehkanwc,Tehkan World Cup,x,x,x,x,x,,,,,HORIZONTAL,1985,2,trackball,1,Other,joy8way,trackball,Tehkan,,,,#N/A
arcade,tekken,Tekken 1,x,,x,x,x,,,,,HORIZONTAL,1994,2,8 way,4,Namco,joy8way,,Namco,,,,#N/A
arcade,tekken2,Tekken 2 Ver.B,,x,x,x,,,,,,HORIZONTAL,1996,2,8 way,4,Namco,joy8way,,Namco,,,,#N/A
arcade,tekken3,Tekken 3,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1996,2,8 way,6,Namco,joy8way,,Namco,,,,#N/A
arcade,tektagt,Tekken Tag Tournament,x,x,x,x,x,x,x,x,,HORIZONTAL,1999,2,8 way,6,Namco,joy8way,,Namco,,,,#N/A
arcade,tempest,Tempest,x,x,x,x,x,x,x,x,x,VERTICAL,1980,2,analog,2,Atari,,dial,Atari,,,,#N/A
arcade,tengai,Tengai,x,x,x,x,x,,,,,HORIZONTAL,1996,2,8 way,3,Psikyo,joy8way,,Psikyo,,,,#N/A
arcade,term2,Terminator 2: Judgment Day,,x,x,x,,,,,,HORIZONTAL,1991,2,lightgun,2,Midway,,stick,Midway,,,,#N/A
arcade,terracre,Terra Cresta,x,x,x,x,,,,,,VERTICAL,1985,2,8 way,2,Other,joy8way,,Nichibutsu,,,,#N/A
arcade,terraf,Terra Force,,x,x,x,,,,,,HORIZONTAL,1987,2,8 way,3,Other,joy8way,,Nichibutsu / bootleg,,,,#N/A
arcade,tgm2p,Tetris The Absolute: The Grand Master 2 Plus,,x,x,x,,,,,,HORIZONTAL,2000,2,4 way,3,Other,joy4way,,Arika,,,,#N/A
arcade,tharrier,Task Force Harrier,x,x,x,x,,,,,,VERTICAL,1989,2,8 way,3,Other,joy8way,,UPL,,,,#N/A
arcade,theglad,"Gladiator, The",x,x,x,x,x,,,,,HORIZONTAL,2003,4,8 way,4,Other,joy8way,,IGS,,,,#N/A
arcade,thndrbld,Thunder Blade (upright),x,x,x,x,x,x,x,x,x,HORIZONTAL,1987,1,analog,2,SEGA,,stick,SEGA,,,,#N/A
arcade,thunderj,ThunderJaws,,,x,x,,,,,,HORIZONTAL,1990,2,8 way,2,Atari,joy8way,,Atari Games / Atari,,,,#N/A
arcade,thundfox,Thunder Fox,,x,x,x,,,,,,HORIZONTAL,1990,2,8 way,3,Taito,joy8way,,Taito,,,,#N/A
arcade,tigerh,Tiger-Heli,x,x,x,x,x,,,,,VERTICAL,1985,2,8 way,2,Toaplan,joy8way,,Toaplan / Taito,,,,#N/A
arcade,tigeroad,Tiger Road,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1987,2,8 way,2,Capcom,joy8way,,Capcom,,,,#N/A
arcade,timeplt,Time Pilot 1,x,x,x,x,x,x,MINI,x,x,VERTICAL,1982,2,8 way,1,Konami,joy8way,,Konami,,,,#N/A
arcade,timesold,Time Soldiers,x,x,x,x,x,x,x,x,,VERTICAL,1987,2,twin stick,2,SNK,joy8way,positional,Alpha Denshi Co. / SNK/Romstar license,,,,#N/A
arcade,tmnt22pu,Teenage Mutant Ninja Turtles 2 : Turtles in Time,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1991,2,8 way,2,Konami,joy8way,,Konami,,,,#N/A
arcade,tmnt2po,Teenage Mutant Ninja Turtles 1,x,x,x,x,x,x,x,x,x,HORIZONTAL,1989,2,8 way,2,Konami,joy8way,,Konami,,,,#N/A
arcade,tndrcade,Thundercade,x,x,x,x,x,,x,,,VERTICAL,1987,2,8 way,2,Taito,joy8way,,Seta / Taito,,,,#N/A
arcade,tnk3,T.N.K 3,x,x,x,x,x,,x,,,VERTICAL,1985,2,twin stick,2,SNK,joy8way,positional,SNK,,,,#N/A
arcade,tnzs,"New Zealand Story (World, new version), The",x,x,x,x,x,,x,,,HORIZONTAL,1988,2,8 way,2,Taito,joy8way,,Taito,,,,#N/A
arcade,tokib,Toki,x,x,x,x,x,,x,,,HORIZONTAL,1989,2,8 way,2,Other,joy8way,,TAD Corporation / Tad Corporation,,,,#N/A
arcade,tokio,Tokio,x,x,x,x,x,,,,,VERTICAL,1986,2,8 way,2,Taito,joy8way,,Taito / Romstar Incorporated,,,,#N/A
arcade,toobin,Toobin',x,x,x,x,x,x,x,x,x,VERTICAL,1988,2,buttons only,5,Atari,,only_buttons,Atari Games / Atari,,,,#N/A
arcade,tophuntr,Top Hunter: Roddy & Cathy,,x,x,x,,,,,,HORIZONTAL NEOGEO,1994,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,totcarn,Total Carnage,x,x,x,x,x,x,x,x,,HORIZONTAL,1992,2,twin stick,0,Midway,doublejoy8way,,Midway,,,,#N/A
arcade,toutrun3,Turbo Out Run (cockpit),,x,x,x,,,,,,HORIZONTAL,1989,1,analog,2,SEGA,,pedal / paddle,SEGA,,,,#N/A
arcade,tp84,Time Pilot 2 '84,x,x,x,x,x,,,,,VERTICAL,1984,2,8 way,2,Konami,joy8way,,Konami,,,,#N/A
arcade,trackfld,Track & Field,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1983,4,buttons only,3,Konami,,only_buttons,Konami,,,,#N/A
arcade,trally,Thrash Rally,,x,x,x,,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,Alpha Denshi Co.,,,,#N/A
arcade,travrusa,Traverse USA,x,x,x,x,x,x,x,x,,VERTICAL,1983,2,4 way,2,Irem,joy2way,,Irem,,,,#N/A
arcade,troangel,Tropical Angel,x,x,x,x,x,,,,,HORIZONTAL,1983,2,4 way,2,Irem,joy2way,,Irem,,,,#N/A
arcade,trog,Trog,,x,x,x,,,,,,HORIZONTAL,1990,4,4 way,1,Midway,joy4way,,Midway,,,,#N/A
arcade,trojan,Trojan,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1986,2,8 way,2,Capcom,joy8way,,Capcom,,,,#N/A
arcade,tron,Tron,x,x,x,x,x,,x,,,VERTICAL,1982,2,8 way,1,Midway,joy8way,dial,Bally Midway,,,,#N/A
arcade,truxton,Truxton 1,x,x,x,x,x,,x,,,VERTICAL,1988,2,8 way,2,Toaplan,joy8way,,Toaplan / Taito,,,,#N/A
arcade,truxton2,Truxton 2,x,x,x,x,,,,,,VERTICAL,1992,2,8 way,3,Toaplan,joy8way,,Toaplan,,,,#N/A
arcade,turfmast,Neo Turf Masters,x,x,x,x,x,x,x,x,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,Nazca / Nazca Corporation,,,,#N/A
arcade,tutankhm,Tutankham,x,x,x,x,x,,x,,,VERTICAL,1982,2,4 way,2,Konami,doublejoy2way,,Konami,,,,#N/A
arcade,twincobr,Twin Cobra,x,x,x,x,x,x,MINI,x,x,VERTICAL,1987,2,8 way,2,Toaplan,joy8way,,Toaplan / Taito,,,,#N/A
arcade,twineag2,Twin Eagle 2: The Rescue Mission,x,x,x,x,,,,,,VERTICAL,1994,2,8 way,3,Other,joy8way,,Seta,,,,#N/A
arcade,twineagl,Twin Eagle 1: Revenge Joe's Brother,x,x,x,x,x,,,,,VERTICAL,1988,2,8 way,2,Taito,joy8way,,Seta / Taito,,,,#N/A
arcade,twocrude,Two Crude,x,x,x,x,x,,,,,HORIZONTAL,1990,2,8 way,3,Data East,joy8way,,Data East,,,,#N/A
arcade,uccops,Undercover Cops,x,x,x,x,x,,,,,HORIZONTAL,1992,3,8 way,2,Irem,joy8way,,Irem,,,,#N/A
arcade,umk3,Mortal Kombat 4 : Ultimate Mortal Kombat 3,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1994,2,8 way,6,Midway,joy8way,,Midway,,,,#N/A
arcade,unsquad,U.N. Squadron,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,Capcom,joy8way,,Capcom,,,,#N/A
arcade,upndown,Up'n Down,x,x,x,x,x,,,,,VERTICAL,1983,2,8 way,1,SEGA,joy8way,,SEGA,,,,#N/A
arcade,vanguard,Vanguard,x,x,x,x,,,,,,VERTICAL,1981,2,8 way,4,SNK,joy8way,,SNK,,,,#N/A
arcade,vaportrau,Vapor Trail: Hyper Offence Formation,x,x,x,x,x,,,,,VERTICAL,1989,2,8 way,2,Data East,joy8way,,Data East,,,,#N/A
arcade,varth,Varth: Operation Thunderstorm,x,x,x,x,x,x,x,x,x,VERTICAL,1992,2,8 way,3,Capcom,joy8way,,Capcom,,,,#N/A
arcade,vasara,Vasara 1,x,x,x,x,,,,,,VERTICAL,2000,2,8 way,3,Other,joy8way,,Visco,,,,#N/A
arcade,vasara2,Vasara 2,x,x,x,x,x,x,x,x,x,VERTICAL,2001,2,8 way,3,Other,joy8way,,Visco,,,,#N/A
arcade,vendetta2pw,Vendetta,x,x,x,x,x,,,,,HORIZONTAL,1991,2,8 way,2,Konami,joy8way,,Konami,,,,#N/A
arcade,victroad,Victory Road,x,x,x,x,x,x,MINI,x,x,VERTICAL,1986,2,8 way,2,SNK,joy8way,positional,SNK,,,,#N/A
arcade,viewpoin,Viewpoint,,x,x,x,,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,Sammy / Aicom,,,,#N/A
arcade,vigilanto,Vigilante,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1988,2,8 way,2,Irem,joy8way,,Irem / Data East,,,,#N/A
arcade,vimana,Vimana,x,x,x,x,,,,,,VERTICAL,1991,2,8 way,2,Toaplan,joy8way,,Toaplan,,,,#N/A
arcade,vindictr,Vindicators,,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,4,Atari,doublejoyvertical2way,,Atari Games,,,,#N/A
arcade,viostorm,Violent Storm,,x,x,x,,,,,,HORIZONTAL,1993,4,8 way,3,Konami,joy8way,,Konami,,,,#N/A
arcade,viprp1,Viper Phase 1,x,x,x,x,x,,,,,VERTICAL,1995,2,8 way,3,Other,joy8way,,Seibu Kaihatsu,,,,#N/A
arcade,vr,Virtua Racing,x,x,x,x,x,x,x,x,,HORIZONTAL,1992,1,analog,6,SEGA,,pedal / paddle,SEGA,,,,#N/A
arcade,vsav,Vampire Savior 1: The Lord of Vampire,x,x,x,x,x,,,,,HORIZONTAL,1997,2,8 way,6,Capcom,joy8way,,Capcom,,,,#N/A
arcade,vsav2,Vampire Savior 2: The Lord of Vampire,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1997,2,8 way,6,Capcom,joy8way,,Capcom,,,,#N/A
arcade,vulgus,Vulgus,x,x,x,x,x,x,x,x,,VERTICAL,1984,2,8 way,2,Capcom,joy8way,,Capcom,,,,#N/A
arcade,wakuwak7,Waku Waku 7,,x,x,x,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,Sunsoft / SNK,,,,#N/A
arcade,wardner,Wardner,x,x,x,x,x,x,x,x,x,HORIZONTAL,1987,2,8 way,2,Toaplan,joy8way,,Toaplan / Taito,,,,#N/A
arcade,warlords,Warlords,,x,x,x,,,,,,HORIZONTAL,1980,4,analog,1,Atari,,paddle,Atari,,,,#N/A
arcade,waterski,Water Ski,x,x,x,x,x,,,,,VERTICAL,1983,2,4 way,2,Taito,joy2way,,Taito,,,,#N/A
arcade,wb3,"Wonder Boy 3: Monster Lair (set 6, World, System 16B)",,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,3,SEGA,joy8way,,SEGA / Westone,,,,#N/A
arcade,wbmlvcd,Wonder Boy 2 in Monster Land,x,x,x,x,x,,x,,,HORIZONTAL,1987,2,8 way,2,Other,joy8way,,bootleg / mpatou,,,,#N/A
arcade,wboy,Wonder Boy 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1986,2,4 way,2,SEGA,joy2way,,Escape / SEGA,,,,#N/A
arcade,whp,World Heroes Perfect,x,x,x,x,x,,x,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,ADK / SNK,,,,#N/A
arcade,wildfang,Wild Fang,x,x,x,x,x,x,x,x,,HORIZONTAL,1989,2,8 way,3,Tecmo,joy8way,,Tecmo,,,,#N/A
arcade,willow,Willow,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,Capcom,joy8way,,Capcom / Lucasfilm Games,,,,#N/A
arcade,wizdfire,Wizard Fire,x,x,x,x,x,,,,,HORIZONTAL,1992,2,8 way,2,Data East,joy8way,,Data East,,,,#N/A
arcade,wjammers,Windjammers,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1994,2,8 way,4,Neo Geo,joy8way,,Data East / SNK,,,,#N/A
arcade,wof,Warriors of Fate,x,x,x,x,x,,,,,HORIZONTAL,1992,3,8 way,2,Capcom,joy8way,,Capcom,,,,#N/A
arcade,wow,Wizard of Wor,,x,x,x,,,,,,HORIZONTAL,1980,2,8 way,2,Midway,joy8way,,Dave Nutting Associates / Midway,,,,#N/A
arcade,wrally,World Rally 1,x,x,x,x,x,,,,,HORIZONTAL,1993,2,8 way,2,Other,joy8way,paddle / dial,Gaelco,,,,#N/A
arcade,wrally2,World Rally 2: Twin Racing,x,x,x,x,x,,,,,HORIZONTAL,1995,2,8 way,2,Other,joy8way,paddle,Gaelco,,,,#N/A
arcade,wwfmania,WWF: Wrestlemania,,x,x,x,,,,,,HORIZONTAL,1995,2,8 way,5,Midway,joy8way,,Midway,,,,#N/A
arcade,wwfsstar,WWF Superstars,x,x,x,x,x,x,x,x,,HORIZONTAL,1989,2,8 way,2,Technos,joy8way,,Technos Japan / Technos Japan Corp.,,,,#N/A
arcade,wwfwfest,WWF WrestleFest,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1991,4,8 way,2,Technos,joy8way,,Technos Japan / Tecmo license,,,,#N/A
arcade,xenophob,Xenophobe,,x,x,x,,,,,,HORIZONTAL,1987,3,8 way,3,Midway,joy8way,,Bally Midway,,,,#N/A
arcade,xevious,Xevious,x,x,x,x,x,x,MINI,x,x,VERTICAL,1982,2,8 way,2,Namco,joy8way,,Namco,,,,#N/A
arcade,xexexj,Xexex,,x,x,x,,,,,,HORIZONTAL,1991,2,8 way,2,Konami,joy8way,,Konami,,,,#N/A
arcade,xmcota,X-Men Children of the Atom,x,x,x,x,x,x,x,x,x,HORIZONTAL,1994,2,8 way,6,Capcom,joy8way,,Capcom,,,,#N/A
arcade,xmenu,X-Men,x,x,x,x,x,x,x,x,,HORIZONTAL,1992,4,8 way,3,Konami,joy8way,,Konami,,,,#N/A
arcade,xmultipl,X Multiply,,x,x,x,,,,,,HORIZONTAL,1989,2,8 way,4,Irem,joy8way,,Irem,,,,#N/A
arcade,xmvsf,X-Men Vs. Street Fighter,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1996,2,8 way,6,Capcom,joy8way,,Capcom,,,,#N/A
arcade,xsleena,Xain'd Sleena,x,x,x,x,x,,x,,,HORIZONTAL,1986,2,8 way,2,Technos,joy8way,,Technos Japan / Taito,,,,#N/A
arcade,yiear,Yie Ar Kung-Fu,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1985,2,8 way,3,Konami,joy8way,,Konami,,,,#N/A
arcade,zaxxon,Zaxxon,x,x,x,x,x,x,x,x,x,VERTICAL,1982,2,8 way,1,SEGA,joy8way,,SEGA,,,,#N/A
arcade,zookeep,Zoo Keeper,x,x,x,x,x,,x,,,HORIZONTAL,1982,2,4 way,1,Taito,joy4way,,Taito,,,,#N/A
arcade,After Burner Climax,After Burner Climax,,,MAX,MAX,,,,,,HORIZONTAL,2006,1,analog,4,SEGA,,,,,,,#N/A
arcade,dayto2pe,Daytona 2,,,MAX,MAX,,,,,,HORIZONTAL,1998,1,analog,4,SEGA,,,,,,,#N/A
arcade,Dragons Lair,Dragons Lair,,,MAX,MAX,,,,,,HORIZONTAL,1983,1,analog,1,Other,,,,,,,#N/A
arcade,Mario Kart Arcade GP,Mario Kart Arcade GP 1,,,MAX,MAX,,,,,,HORIZONTAL,2005,4,analog,2,Nintendo,,,,,,,#N/A
arcade,Mario Kart Arcade GP 2,Mario Kart Arcade GP 2,,,MAX,MAX,,,,,,HORIZONTAL,2007,4,analog,4,Nintendo,,,,,,,#N/A
arcade,OutRun 2006,OutRun 2006,,,MAX,MAX,,,,,,HORIZONTAL,2006,1,analog,4,SEGA,,,,,,,#N/A
arcade,scudp,Scud Racer,,,MAX,MAX,,,,,,HORIZONTAL,1996,1,analog,4,SEGA,,,,,,,#N/A
arcade,Space Ace,Space Ace,,,MAX,MAX,,,,,,HORIZONTAL,1983,1,analog,1,Other,,,,,,,#N/A
arcade,srally2,Sega Rally 2,,,MAX,MAX,,,,,,HORIZONTAL,1998,1,analog,4,SEGA,,,,,,,#N/A
arcade,Ultra Street Fighter IV,Ultra Street Fighter IV,,,MAX,MAX,,,,,,HORIZONTAL,2008,2,8 way,6,Capcom,,,,,,,#N/A
CONSOLE,Paradroid,,,,,,,,,,,CONSOLE,,1,8 way,1,,,,,,,,#N/A
CONSOLE,Uridium,,,,,,,,,,,CONSOLE,,1,8 way,1,,,,,,,,#N/A
CONSOLE,gnw_fireatk,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,
CONSOLE,gnw_mariocm,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,
CONSOLE,gnw_zelda,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,
CONSOLE,gnw_dkjr,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,#N/A
CONSOLE,gnw_dkong,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,#N/A
CONSOLE,gnw_dkong2,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,#N/A
CONSOLE,gnw_fire,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,#N/A
CONSOLE,gnw_ghouse,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,#N/A
CONSOLE,gnw_mickdon,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,#N/A
CONSOLE,gnw_octopus,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,#N/A
CONSOLE,gnw_opanic,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,#N/A
CONSOLE,gnw_pchute,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,#N/A
CONSOLE,gnw_popeye,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,#N/A
CONSOLE,gnw_stennis,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,#N/A
CONSOLE,gnw_tbridge,,,,,,,,,,,CONSOLE,,1,4 way,6,Nintendo,,,,,,,#N/A
CONSOLE,International Karate Plus,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Comix Zone,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Earthworm Jim,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,ECCO the Dolphin,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Rocket Knight Adventures,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Sonic CD,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Streets Of Rage III,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Xenocrisis,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Castlevania - Symphony of the Night,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Pilotwings,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,AladdinMD,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Castlevania Bloodlines,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Contra Hard Corps,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Ecco The Tides of Time,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Gunstar Heroes,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Revenge of Shinobi,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Shinobi III,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Sonic The Hedgehog I,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Sonic The Hedgehog II,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Sonic The Hedgehog III,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Streets Of Rage I,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Streets Of Rage II,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Aladdin,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Axelay,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Contra III,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Demons Crest,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Donkey Kong Country I,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Donkey Kong Country II,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,F Zero,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Final Fight II,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Final Fight III,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Legend of Zelda Link to the Past,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Mega Man X1,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Mega Man X2,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Ninja Warriors,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Pocky Rocky I,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Pocky Rocky II,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,R-Type III,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Super Castlevania IV,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Super Ghouls n Ghosts,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Super Mario All Stars,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Super Mario Kart,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Super Mario World 1,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Super Mario World 2,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Super Metroid,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Super Punch-Out!!,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Super Star Wars II,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Super Star Wars III,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Super Star Wars,,,,,,,,,,,CONSOLE,,1,8 way,6,,,,,,,,#N/A
CONSOLE,Wild Guns,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Zombies Ate My Neighbors,,,,,,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Border Down,,,,,MAX,,,,,,CONSOLE,,1,analog,6,,,,,,,,#N/A
CONSOLE,Capcom vs SNK 2,,,,,MAX,,,,,,CONSOLE,,2,8 way,6,,,,,,,,#N/A
CONSOLE,Crazy Taxi,,,,,MAX,,,,,,CONSOLE,,1,analog,6,,,,,,,,#N/A
CONSOLE,doom2,,,,,MAX,,,,,,CONSOLE,,1,analog,2,,,,,,,,#N/A
